event_id,request_id,event_type,event_timestamp,affected_assets
3edb7a19-63d1-4936-a2c6-1682d5aba737,b90c7b95-b5fa-4a7c-8d05-012080d3a0fc,blood,2020-05-09 09:35:18,"['writer', 'month', 'thought']"
905c8e40-5151-48b4-8770-16300ca46e42,bd0c5f13-3de7-4967-8964-1cf8eba5a96d,enjoy,2021-02-11 08:56:06,"['glass', 'sport', 'about']"
6c665e1f-d89b-4641-9334-8df529fda262,b947636b-347e-41e2-8269-8436a407eefe,allow,2023-06-05 18:03:43,"['seem', 'least', 'there']"
442f25ce-b20f-4a1e-b649-bcd675c428b6,aa527c1c-38f1-4f49-abc5-a8b04b6265f6,concern,2024-01-23 21:27:02,"['true', 'PM', 'hotel']"
c6b0343e-4719-4818-9167-a02176fc16cd,40ce931f-8dab-47f7-b21d-7742229ec82b,staff,2023-09-02 23:49:00,"['respond', 'successful', 'focus']"
0c9527f0-bf87-47d6-8ed2-4dcd77a75f4c,d1590e6d-4a58-407f-941b-f48ef22df8fa,back,2022-01-12 14:02:00,"['minute', 'by', 'agency']"
f7ff3832-db77-410c-a0fd-cc07f20c17d1,564c9de5-9eaf-4250-ad6a-eb124f511824,others,2020-03-29 00:57:22,"['game', 'north', 'fly']"
dbe499c7-9081-4e85-b218-36aeeb933bd9,9380eb82-6fdc-433e-a7d5-373594c094e2,quite,2022-12-05 08:16:37,"['position', 'quality', 'not']"
48bd47e7-ef86-4070-9f0f-3fbacca0b112,2afe8a3a-e9b5-41ed-8954-16714160ef35,fear,2021-06-03 15:02:25,"['strategy', 'seven', 'forward']"
5a0dc802-9daf-4b5c-86ae-7b031b6bc5b0,43328d91-590e-4949-bf3d-f9c3029fc4a4,raise,2020-11-05 15:26:12,"['hard', 'modern', 'indeed']"
0d144163-2ca1-4fa3-a599-3c724a995b3e,e04f6832-911b-46a6-af72-48522034de63,radio,2023-05-24 21:03:59,"['interest', 'for', 'couple']"
same_event_id1,4be3c42f-606f-442e-9fb9-2216488145c7,exist,2021-06-10 19:30:28,"['anyone', 'civil', 'skin']"
ee289dfd-add5-4068-a9ca-d277caa13ae9,a6a93ec2-4e85-489e-95b7-c48f7560b4ab,teacher,2021-07-12 23:01:41,"['class', 'art', 'information']"
015f9a57-4155-4b37-8f33-8fe2c39ac93b,c86b5d6e-ae81-4ab1-a2e9-4bab4334679e,her,2022-06-25 09:05:36,"['sort', 'expect', 'everyone']"
9bfbf33a-4ce7-4249-bf3a-dd9065bb0b0f,441e37b9-7c49-4340-9ab0-829331d16496,site,2023-08-06 14:51:34,"['response', 'writer', 'girl']"
c63da484-7e43-4570-9693-ef9947ceb58b,efbfaafa-f591-4805-876c-d0d7dc59ddf2,everyone,2023-12-01 22:21:00,"['myself', 'activity', 'ball']"
3e244088-fae0-48e3-80c7-465aebdb13f7,d6abceda-a712-429f-b8f4-349b9eea96e2,public,2020-04-06 20:27:14,"['success', 'cultural', 'land']"
01a7c0fe-f979-43fd-98ea-84d5393880dc,571484d7-2ea2-4609-96fe-1397307e868e,staff,2021-04-15 07:05:14,"['scientist', 'government', 'college']"
80b2136f-28b5-4890-8806-3770ba5dbf85,14986d95-ce5b-45c9-bf60-383720debec3,form,2022-08-06 15:10:53,"['option', 'girl', 'begin']"
a5384b18-3959-4739-b085-b2c82e66a72c,a932c87f-1e60-4841-9e95-0020b7fa03a7,sing,2024-03-20 21:17:52,"['under', 'street', 'structure']"
f9810424-7da7-4ea5-b318-73d928848c76,bd38d3fd-fc02-456a-b2c7-dd65a9e7b49b,dinner,2023-08-16 12:22:36,"['baby', 'build', 'trouble']"
ae64fc41-0c40-4904-abac-076dc92a362a,af659f62-7300-4099-8009-dab0e057ab5b,picture,2021-07-16 15:56:28,"['task', 'would', 'pressure']"
3762b068-a799-4e52-a164-87be391fb2fb,c3deab9d-9b9c-4717-99fa-4a6f05478e39,mean,2023-06-20 22:40:57,"['remember', 'special', 'institution']"
23a46717-5355-409e-bdc5-c309dd53215a,fd4ebe85-c959-48fd-9b37-66820ca9206b,military,2022-03-16 21:45:42,"['budget', 'light', 'reach']"
189ee019-3b72-4ffa-ab54-3cd9ab76b075,dcf3cd77-b21d-4df4-990e-c27df257bb81,girl,2022-06-07 09:50:40,"['mention', 'future', 'meeting']"
same_event_id2,735e2a3b-cc66-494c-aa49-f312a0d92d95,bank,2023-02-04 20:41:34,"['send', 'future', 'PM']"
8ac22177-fa9f-4416-ac2f-66cfd668379d,fc29de38-39fe-4154-97d8-d3773eba65d6,write,2020-10-30 13:46:36,"['best', 'six', 'letter']"
same_event_id2,e0023d8f-5e36-4c51-9f35-f5a2ab288491,by,2023-10-06 13:35:46,"['center', 'himself', 'create']"
b69253a6-ebd6-497f-92f0-f667941a77f5,79d4a60a-16c6-46a4-be4f-c9e554784902,at,2021-05-13 21:49:29,"['ability', 'conference', 'race']"
cc960ac8-c9f7-41c0-9062-a0216708b26a,fc42e141-f863-4b38-b9b6-91db1077c84d,big,2020-07-20 20:08:18,"['night', 'difference', 'probably']"
d305e9ba-b6cf-4102-a864-f17f6a1d12e6,f94f5c36-1e26-4fc5-9d84-a02e68d07285,issue,2024-02-18 05:17:11,"['property', 'ability', 'first']"
same_event_id2,873c3878-8783-4ff5-91f6-c4c44c90fb05,drop,2023-12-31 10:35:43,"['its', 'billion', 'field']"
8e959d05-f6d4-47bf-adb9-89a672c4f7ae,bb7f0da1-ec90-4a2f-9554-39f86aa768a2,better,2023-06-16 23:49:31,"['see', 'authority', 'nature']"
same_event_id2,f9e7c4dd-9549-4e97-9ddf-797e2f82ff7d,media,2022-08-11 19:48:51,"['policy', 'behind', 'try']"
d3b217cf-9be7-48e1-8e02-156171a1b799,cb58278c-3668-4774-b925-98920ac10eec,ready,2020-04-05 14:15:31,"['popular', 'likely', 'message']"
4abe1dd1-4d5f-4f11-9b65-c5d049f72ee0,4e30b07a-4b79-405b-9801-136c6ddecbac,should,2022-01-22 19:27:58,"['draw', 'sure', 'produce']"
f10aac72-94db-4c93-987b-62d1e7f9ed1f,647b7a54-33e1-46d6-86c5-42846f721ed4,response,2020-06-15 20:48:17,"['serve', 'make', 'little']"
247dc9b7-ff8e-4ca2-ac34-06392119bd55,398514b7-b10d-41ca-87b0-1bc0fbf7d5a1,beat,2021-10-29 22:11:49,"['heavy', 'can', 'you']"
5b40de3c-e344-4013-b22e-b3a288dcd9c6,b42afebd-fb07-40de-9165-ac776bb5726a,industry,2021-02-18 14:48:56,"['home', 'list', 'create']"
da944dc0-c347-4bfd-af3c-1e272fcf4971,1b82760f-f889-430a-9e0a-10994b40609e,weight,2021-08-31 00:35:04,"['theory', 'would', 'fight']"
3f2e234f-684f-4560-ae62-f8a92b67a7f5,9a35a450-e955-4ae7-9bde-64c39f6b08ca,learn,2021-05-15 04:44:08,"['despite', 'change', 'responsibility']"
8fa207e5-7ddd-4183-8721-c09005019ab3,1787a2e8-9ee7-4329-b0e3-882a135998a1,kitchen,2023-10-25 01:27:59,"['movement', 'commercial', 'reduce']"
same_event_id2,fcae4c0d-6d01-48bc-a557-1d882c649c39,safe,2022-12-30 11:21:50,"['our', 'region', 'front']"
7fb9faff-dd4e-48b9-87cf-bcf53cd627b6,cbadd7ad-b33b-44f4-b39a-3553992886f5,actually,2023-05-17 21:56:09,"['perform', 'behind', 'way']"
ccce276b-a1b4-465c-a6d0-7069e2f1bcb4,edcb2609-9986-4e8f-a072-5a3b84ff9198,teacher,2020-12-21 04:55:49,"['as', 'drop', 'my']"
42b1f3b9-b530-49d8-8fe4-2b00d81569ad,e7c6eb0e-d4f8-44f5-b6f1-400f09292bc0,deal,2020-06-22 03:48:12,"['others', 'billion', 'career']"
66c0fb21-79f4-4746-9177-df1899494d4f,f784d24e-7dad-4d39-8731-dd1facd651d2,hundred,2023-10-14 21:47:00,"['ago', 'game', 'score']"
same_event_id2,521c4fb4-4174-40ef-a105-69695ac53d4f,benefit,2021-04-24 21:40:24,"['magazine', 'question', 'according']"
0262c221-9b5f-491e-b1c2-0cac618d6782,6c93b4d1-b39a-4b89-b31f-2a13bd9de166,focus,2021-07-05 13:49:53,"['because', 'drug', 'real']"
same_event_id2,9b287fe2-5acb-455b-a331-a9dd34a82a04,east,2022-05-19 14:11:52,"['eight', 'full', 'offer']"
93a6cb83-41e6-472a-9d35-127ad76ffa46,d4d05602-0e5d-4ff9-871e-99dff2a36c61,build,2020-02-02 16:52:28,"['bit', 'threat', 'character']"
same_event_id1,029d2bd5-2711-4e7b-a0d1-b09703fbabde,as,2023-07-09 14:44:15,"['democratic', 'stop', 'scene']"
8c4b0d93-6d20-4c68-8d9e-b81eff87fc9d,bb6de66e-e204-492d-a7ce-d2b9f3a111ba,which,2020-05-17 19:02:30,"['look', 'cost', 'really']"
bd418fcd-47a2-4bf9-9722-c60077a97add,886663fe-7096-4f57-9528-6b2c6714029d,rise,2022-07-19 23:18:35,"['door', 'lawyer', 'wish']"
9694b708-924c-44b3-818e-e8c19a39855e,49db14a1-f59e-46d8-a4a4-8fd21d369692,determine,2024-03-10 07:12:08,"['above', 'year', 'degree']"
3d4bc840-8b25-4f13-90d0-4d93de7ac30a,dcef585f-f8ba-4bea-99df-9c6c715d5d28,leg,2024-02-08 08:48:05,"['structure', 'clear', 'hope']"
e55f65d9-1fba-46a3-b431-189b00b182e4,9887b7b1-5c57-4f64-afcd-7f966f92f368,think,2023-04-18 13:16:57,"['large', 'deep', 'back']"
cd7dc452-4c38-46be-82f2-6606550ce7c1,bc66fc24-f1a0-49df-8996-91d31507c058,clearly,2022-03-19 09:54:04,"['identify', 'rest', 'start']"
same_event_id1,79d56a46-abd6-4099-9840-48f2e7009dd9,themselves,2022-08-23 18:50:54,"['wind', 'hard', 'teacher']"
bda25d71-ba9f-4b64-b7f1-2a45ddb16e64,262b3cb4-8892-4eec-8cb1-14f5193c746d,learn,2020-04-05 08:09:29,"['manager', 'federal', 'same']"
73f99cc1-9dac-47ac-abca-7727ed4ec6bd,e61250df-15cf-436c-bf4a-c4da374518e1,field,2020-03-19 10:39:37,"['particularly', 'none', 'middle']"
7ca07f78-ffba-4804-9c82-3e7285730880,54f0c0be-135d-48f8-ae30-e4818076e034,part,2022-04-07 06:30:07,"['game', 'significant', 'themselves']"
same_event_id2,6e4284ce-3a02-47a2-b568-71e73139a522,usually,2020-05-13 17:58:18,"['language', 'general', 'cultural']"
same_event_id2,e74922d6-3dfc-4dfd-aed2-6dcc86a6b419,source,2022-04-01 14:13:35,"['rest', 'attention', 'employee']"
a6acced6-0fb5-4132-9a85-f5767d54a587,db130d59-ee8a-4433-8f18-41538d379966,picture,2023-05-12 00:23:25,"['white', 'big', 'culture']"
same_event_id1,d7c01b7e-d887-49b1-bcf4-34d996fd17b3,method,2023-06-20 09:52:18,"['address', 'management', 'authority']"
349f01a6-1881-40d2-9bfd-87613de56fe1,6359f64a-e22e-47eb-961a-5b2719562b92,happen,2020-04-19 08:18:54,"['sort', 'they', 'general']"
21356930-c4a8-4232-a136-66d864659687,7a7340ad-0532-4fe6-9daf-28606882ef46,need,2021-02-09 15:40:42,"['machine', 'need', 'price']"
3f3cea1e-e0cf-48d7-8ecb-7dd32f262393,d02701a9-eb43-46a9-a8c5-554e88cd7d7d,child,2021-09-05 03:05:12,"['it', 'including', 'be']"
68a0920d-fbe8-4b09-8d38-8f623e736c05,9ea87b99-5c35-4797-b027-064054b5f0b4,power,2022-02-25 08:19:54,"['father', 'piece', 'edge']"
7269ae60-b4d8-40be-be31-a59c30224d92,9822f788-89aa-44af-96a0-862e5b4642a2,turn,2021-11-14 23:07:09,"['maintain', 'military', 'price']"
425a1062-05ae-40dc-9a2f-04139fa9a91f,797664ac-6aae-443d-85fb-dc00c9259bae,soon,2022-10-31 07:42:38,"['season', 'personal', 'green']"
3a7a34eb-931b-423b-8010-654fd45eacce,d8616753-c30b-4d85-80c0-b4d53f98250c,term,2021-05-20 07:13:18,"['realize', 'within', 'job']"
b8587d5f-3e68-487e-8762-1ee2416f6820,85916d0d-9e7a-4ea1-8a5f-f7ed094c303d,whether,2020-11-23 07:27:06,"['administration', 'decision', 'recent']"
c3db43cf-4235-4e36-8765-ce172da553de,f287e982-2dfe-4f13-aaec-5e64563de3fc,try,2023-03-12 21:52:10,"['draw', 'performance', 'fish']"
same_event_id2,d73aab9a-de01-4e01-9d72-b83634add3d0,tax,2023-12-22 09:54:40,"['matter', 'operation', 'produce']"
7574bbf7-2934-4bed-887d-955114cd5eb9,6da42272-f79a-40fd-bcbb-63720a26923f,off,2023-01-27 03:42:11,"['story', 'attorney', 'trouble']"
8910cf30-37ac-4c76-90a7-af49b4353dcb,c933107d-29f9-49b7-946d-c0e389cee903,least,2020-02-02 19:12:16,"['card', 'yard', 'teach']"
8144d9e2-5399-434b-977e-618e6ab507d5,912face1-f021-4f3b-a705-8dd91d2877d6,wish,2023-12-13 06:32:28,"['military', 'say', 'occur']"
55e39ba1-864c-43a6-9827-9e4c3b607df5,27349e4a-cb9b-4903-8366-a16f4d0afeaf,result,2020-10-21 06:09:13,"['something', 'free', 'live']"
632f8f12-3a6b-449f-b2e9-7365d0bd3b83,b1d56d5a-aa9c-4352-aac2-943df048f32c,reason,2022-11-22 00:45:45,"['oil', 'color', 'church']"
a4483e81-ef35-438f-9a14-29903c1599d4,7772466c-f43c-49e5-82dd-353d5afb6aaa,force,2020-07-13 02:05:30,"['now', 'common', 'mission']"
2a29825a-7d4f-487b-87cc-b6d8ee8465cd,3217cda2-76c2-4367-9603-117e585993ce,trip,2021-03-12 20:42:51,"['stock', 'control', 'policy']"
0fceda48-5ce3-46d9-9a1a-78ce733d0624,091785d1-63e9-4aa0-9c8d-400bf18131d8,strategy,2023-05-01 23:17:16,"['serve', 'my', 'land']"
bfb647b6-1a58-426d-9075-1372dc2fc7eb,64467a88-ca8b-4173-bdce-d3e577cc1704,movie,2021-03-17 01:15:38,"['protect', 'before', 'blue']"
a73c9900-8580-44cb-878d-5a53cfd02793,ea79000c-3dc9-4a7b-9295-b96ffff91ffa,side,2023-11-19 13:43:56,"['question', 'pressure', 'determine']"
ff5ff75f-0781-49dd-8537-79028476bca7,6dc76305-0d2a-41f7-b4f1-063a55022403,recent,2023-11-27 13:39:04,"['measure', 'ten', 'itself']"
3b6e2c89-93e8-4541-885b-0c2df7b4f0a9,5ad6cb1d-b240-4ebc-bc5a-c34786c9b646,form,2022-11-08 17:40:07,"['send', 'improve', 'nearly']"
ae8ceaf6-9e77-4404-9a7e-09c0157196a1,54bc11b8-27f1-4031-92a0-e56f22d46254,company,2022-12-19 12:41:59,"['trade', 'these', 'baby']"
b74d55e7-002e-4cc8-a37e-54975f7ae449,4450323e-9299-4d6c-901d-277f843b72df,whether,2023-09-09 08:41:38,"['consider', 'fall', 'staff']"
40031c69-d663-4e22-9678-b542a20655aa,b80d9823-0539-4691-aa24-be31371c1ee9,mouth,2023-07-29 02:12:28,"['experience', 'south', 'behind']"
a1d446be-5e7e-4146-adde-e411be61938a,4dfadaf6-3133-4123-903a-0deb4bfb7ef3,operation,2024-02-03 01:38:07,"['another', 'work', 'couple']"
9af1e5ed-ea35-4c65-b944-001718afd78a,2ca4762b-fe94-4ba6-9551-e9c2f398ac2b,beautiful,2023-03-05 06:33:07,"['listen', 'south', 'too']"
6450c019-cdee-4cfb-9881-581b2d63526f,9ac99a3d-a85a-4c01-b1f8-0e42e97ed82d,and,2022-03-22 10:17:10,"['six', 'attention', 'focus']"
same_event_id2,c268ca1c-36b8-46d3-b842-ef70199c2e31,indicate,2020-05-10 02:57:01,"['ask', 'why', 'cell']"
be694f6d-9cf3-47c1-ab05-e96be5d97a4d,290f6845-49a5-4bf2-b747-1fe402527ff9,necessary,2021-08-08 17:31:27,"['mother', 'sometimes', 'instead']"
e73ec6ca-1ae5-4c01-9d7c-6db80b8259ef,84f9b059-2657-463a-90e3-32c8aee6849d,student,2020-07-16 17:00:28,"['street', 'fine', 'individual']"
890e7bc9-e70a-4370-8b22-55674dd28d41,cda83e5c-deb2-4647-a447-7f272d89b53d,major,2020-05-16 10:46:13,"['skin', 'father', 'challenge']"
71eaaed6-bfe5-415d-b80a-a4c68266aa84,9bf204a4-feda-4a17-b4ea-9f8e1c7ee52d,officer,2022-11-21 15:12:10,"['responsibility', 'discover', 'yard']"
df26ac94-96d8-4a90-b0ab-06824dabde2c,3cacd4e0-e50c-4c28-a664-d2f739f22473,near,2024-01-14 12:09:46,"['audience', 'clearly', 'news']"
same_event_id2,3c0d446d-abdc-401f-a5e0-7842329b5310,before,2022-07-21 09:55:39,"['office', 'else', 'purpose']"
same_event_id2,d1892326-a968-40ff-a909-ef8932eeaffb,from,2022-12-09 06:58:46,"['something', 'energy', 'generation']"
72b0c0bc-845e-445a-b41d-27394fd8d80c,386d5958-f5e3-4611-860b-e9988b4a79a1,successful,2021-03-05 10:16:36,"['change', 'seven', 'air']"
same_event_id2,9c36b2b8-a155-425f-bd4b-b8c36a7e9a37,cover,2021-07-05 13:24:29,"['hot', 'race', 'paper']"
same_event_id2,07a6fa72-25d6-4b6e-8dd2-b0fcb2500833,task,2020-11-06 09:28:34,"['two', 'sort', 'near']"
e26bef7d-8c41-4903-a9a4-469c41d2fbb6,ed6d1c5d-4221-4e22-b183-69a653f9db45,reflect,2022-10-28 02:20:10,"['laugh', 'general', 'choice']"
2bd6794a-9517-4c5b-9f95-53a1d1fcf331,d545f887-d7c2-4cad-ae05-be698a8b7cf1,what,2020-02-28 07:33:48,"['man', 'him', 'program']"
df237e99-1d5a-460e-b037-c1b606b71d56,36340647-3414-4be7-8117-1c3823860619,home,2022-07-27 00:49:13,"['mean', 'may', 'lot']"
same_event_id2,9c39fe32-886b-418b-9c05-0f32eebf4977,those,2020-11-18 01:31:30,"['college', 'few', 'heavy']"
2e72bc10-5b05-4cb1-9f50-d36ea2bd24e6,9b2c8073-0f74-4e33-82ca-339191dae974,son,2022-09-08 10:37:07,"['performance', 'else', 'media']"
c65ffd5a-97df-4774-adce-7fffce83ac63,0f6bfc52-36f2-44ce-91f4-2bb3bb66e9f1,every,2024-01-05 19:20:14,"['war', 'federal', 'particular']"
68eb6d7b-302c-4b32-be5c-cac2f164b95e,cd72c32a-fdde-446f-85f6-3bec3f0a43f0,in,2022-10-27 11:31:24,"['sound', 'analysis', 'easy']"
b0a398ce-3af9-4269-b022-b7282af5ed1d,08a7430f-9ee5-4c27-bb36-31c1587ae114,if,2023-02-05 03:19:16,"['purpose', 'mouth', 'smile']"
0c8d9184-e211-4bb7-9b21-0c3ef2617feb,2a04ed99-9c48-4bed-9955-18182ae1a523,student,2023-05-21 18:05:09,"['someone', 'window', 'collection']"
84b24e92-967d-4f9e-8007-e1b6d371505a,b114c3ca-a358-4703-99f1-a9d108fee2b7,help,2022-11-26 00:39:12,"['quality', 'that', 'me']"
fb888e2c-be1a-40c0-93ee-ca682e52875b,c6431d8c-37e5-49b8-8800-9388661ee5f8,card,2022-01-14 14:38:30,"['energy', 'onto', 'late']"
68f33895-2ffa-4973-9e65-e28abc436832,a0760d2f-4035-4325-86bc-92a175494d78,agent,2023-06-04 04:19:13,"['pattern', 'page', 'citizen']"
ce17b446-2cda-480b-b070-bea2f8ba4c1a,c82a8ca5-8dec-4ca3-bd68-f128640306ba,thought,2020-01-14 20:13:42,"['artist', 'space', 'shake']"
80f779ff-088c-4e78-95cb-a254509388da,e06dc2e0-45e5-4990-b642-5a535f0a063c,owner,2020-05-16 19:05:44,"['form', 'walk', 'chance']"
fc1c304d-f2ed-4dd9-8837-e6e91c15418f,f4c0eddc-0ddb-4caf-8dd9-b4eec8f5e64b,consider,2020-10-25 07:12:16,"['on', 'generation', 'win']"
7af46b22-709d-43b3-a66a-880298fde00a,8f4cd0d2-1486-4ec9-abe5-d4bc691af1cf,memory,2020-04-27 07:43:47,"['assume', 'small', 'item']"
6d575555-ff96-4b99-a888-44563d00b2a3,7fb065be-3ae8-4941-97c8-28e184ce11aa,them,2020-11-07 13:19:40,"['reduce', 'pass', 'fine']"
e61299ce-1db8-4557-863e-3959aa7809ac,940fcd58-1e27-4b8c-9e26-99196f4f9f27,area,2021-05-26 20:57:24,"['require', 'person', 'middle']"
same_event_id2,e3d48f77-45ad-4029-959e-f01eb0a6a978,add,2020-02-27 12:18:05,"['remember', 'single', 'sit']"
e844b41b-b061-43c1-bd11-cbb0d99973fc,ab97f43b-8586-4bed-adae-aca96c111bf2,some,2024-01-09 17:23:29,"['also', 'enjoy', 'value']"
same_event_id2,d4492182-cd9c-44b0-9be0-c8a85f5ebb40,growth,2022-12-18 04:14:29,"['across', 'account', 'single']"
same_event_id1,670fb262-76be-471d-a1c6-d50c1a9c487d,performance,2022-07-22 03:37:48,"['personal', 'state', 'although']"
8ec8c5b5-b754-406d-85a9-c85a2b5876e2,12228cc1-139f-41df-bdd6-50e80df8915a,Democrat,2023-03-30 12:18:37,"['peace', 'public', 'us']"
dc05487a-4cba-48dd-a07d-edb8665fe18a,ed7741ef-c482-4367-9f5c-0409f22c843c,short,2020-07-19 21:33:06,"['interview', 'either', 'spend']"
d80a1629-15ba-4215-940a-c8259b2da68b,20a76e83-8acf-489a-a851-bce2daa9a437,its,2022-11-15 03:43:07,"['cultural', 'situation', 'Mrs']"
same_event_id2,75af500e-09d2-4952-a637-38ef3c1128d5,understand,2022-01-21 21:04:56,"['concern', 'hear', 'wait']"
d1ef1fdd-7d49-4a23-9691-30901a6edd80,1bdae8a8-8593-4fd9-81d3-2797f2ac9fed,TV,2022-08-26 19:23:19,"['staff', 'war', 'off']"
362e75bc-6f6a-483c-9f49-f6db5aad01c8,2881865d-e19b-4079-8b0b-476492ce19bd,it,2021-11-12 21:57:02,"['science', 'example', 'view']"
ba042937-3c38-4fc4-aeb9-6c5c7e088c24,568f1b46-f856-4a03-8f52-1c2b2a651861,national,2021-01-16 04:00:22,"['mind', 'campaign', 'hot']"
07d6d103-6b49-49d5-90d2-7745f82ebcd7,04050e69-a261-4461-8ee6-ee7a28eb4885,market,2020-11-24 20:10:05,"['unit', 'our', 'early']"
d47c4065-ee15-4c86-89f5-2d34dd36cb76,84139688-abfa-48fd-9ba7-2b88129b1ecb,country,2020-01-11 02:11:11,"['occur', 'year', 'population']"
33bdf124-8ed6-46a4-bc04-942f4d9180ab,2de867f7-cf98-43fc-9444-0e555da0cf4e,its,2023-09-23 06:00:27,"['beyond', 'physical', 'baby']"
ebee3cbf-a544-44a1-8d8f-d21dff3dbdd1,9f1a7594-974a-4055-92da-4aeb5b7dd39e,couple,2024-01-20 02:52:05,"['miss', 'community', 'follow']"
c52d1edd-11cb-4d66-8a56-74ceaf945a70,e7a913ee-f862-4ac6-ad7d-fce848c468a1,coach,2020-02-16 12:55:46,"['half', 'own', 'evening']"
52fa1bac-1f75-477d-8d32-9e5dbbf78546,7cb53132-2035-4fd2-9af5-07ba9f6e990d,dream,2020-01-10 19:03:00,"['must', 'staff', 'seven']"
0ceb9a88-9154-438e-bc7e-6d9c2b73485f,5cda4e3d-cc76-4dd7-abb4-162b3c724b89,around,2023-01-30 02:51:28,"['trade', 'blue', 'reveal']"
fcf4d48f-bac0-4b46-b0d5-da0d4fbad283,dec51a21-78b8-4117-871e-4525ffc505f9,management,2020-08-12 15:01:36,"['draw', 'together', 'most']"
88fda92d-8af2-4ef9-8513-5ef97f7ad7ef,6f8fbc24-9754-4360-a8de-4f6bd62c129b,along,2023-06-02 02:03:43,"['authority', 'suggest', 'study']"
fc91485c-0016-478f-9403-a4cc202f8a30,1abc7c45-6415-462a-9d5c-c7d182c1d7d8,treatment,2021-06-04 12:33:36,"['government', 'finally', 'beyond']"
870c6e91-a476-4ff3-ade0-5d4002956086,9526fa2f-4be6-4725-b2ad-f18da23e1293,discover,2023-08-27 13:42:47,"['itself', 'entire', 'best']"
same_event_id2,95de09e4-9358-495a-a2e3-16d427e26bb6,sell,2020-07-08 09:24:56,"['nothing', 'task', 'history']"
same_event_id1,432241d7-6dd6-4992-b9ea-988d52aa531c,finally,2022-02-26 14:06:12,"['suggest', 'down', 'nor']"
b28b5093-6898-4771-bc72-36b960ed3adf,b86e2817-6c82-453c-a18c-4d3b7b862860,community,2020-08-23 05:54:49,"['resource', 'sit', 'turn']"
7a505c72-bdc9-4ae4-aae2-0a429e7fbddc,c77f5be7-ef5e-4d3d-8446-8f10726c9592,seek,2020-04-09 12:12:13,"['life', 'hotel', 'meet']"
92d57f6e-f366-4786-9976-a13da5953d2f,65b8285f-55e3-41be-9e80-084f8810e629,off,2022-09-03 05:32:27,"['even', 'manager', 'threat']"
d4f56410-f469-4aaf-bde9-d957074ac2b1,2bf079c2-e080-4927-9d86-487546897acf,concern,2020-12-15 18:59:10,"['success', 'college', 'positive']"
9527262e-0d4b-468e-aeba-aa312a0da9a0,bc23fbd8-075e-412d-863a-47e05abb83a9,hotel,2021-05-06 07:08:22,"['lot', 'leave', 'wait']"
e541d82d-2a53-47d6-8d01-2787570ec12a,aaafe3d6-60b6-4a5e-a35f-681f495141f3,expect,2023-08-21 06:21:35,"['human', 'forget', 'probably']"
same_event_id1,ef44bb5d-0f32-4085-80f3-a339516fafd1,Republican,2022-12-30 10:35:32,"['story', 'course', 'daughter']"
